name,ID,speed,weight,pVGRF_N,pVACC_g,pRGRF_N,pRACC_g
2017-01-02_ED_5km_m1_1_Diana.txt,106,5,59,898.28,1.72,925.53,1.75
2017-01-02_ED_6km_m1_1_Diana.txt,106,6,59,979.61,1.9,1014.24,1.96
2017-01-13_ED_2km_m1_1_Florencio.txt,107,2,81.7,942.53,1.2,945.85,1.2
2017-01-13_ED_3km_m1_1_Florencio.txt,107,3,81.7,1055.83,1.39,1068.11,1.42
2017-01-13_ED_4km_m1_1_Florencio.txt,107,4,81.7,1137.94,1.59,1158.64,1.62
2017-01-13_ED_5km_m1_1_Florencio.txt,107,5,81.7,1194.44,1.76,1222.02,1.81
2017-01-13_ED_6km_m1_1_Florencio.txt,107,6,81.7,1249.28,1.94,1297.77,1.98
2017-12-05_ED_2km_m1_1_108.txt,108,2,60,665.29,1.16,669.09,1.19
2017-12-05_ED_3km_m1_1_108.txt,108,3,60,698.38,1.24,706.83,1.26
2017-12-05_ED_4km_m1_1_108.txt,108,4,60,727.41,1.33,738.57,1.33
2017-12-05_ED_5km_m1_1_108.txt,108,5,60,772.38,1.46,788.14,1.48
2017-12-05_ED_6km_m1_1_108.txt,108,6,60,829.95,1.66,855.28,1.71
2017-12-05_ED_2km_m1_1_109.txt,109,2,72.3,862.21,1.16,867.57,1.18
2017-12-05_ED_3km_m1_1_109.txt,109,3,72.3,932,1.28,944.97,1.31
2017-12-05_ED_4km_m1_1_109.txt,109,4,72.3,995.57,1.5,1013.75,1.52
2017-12-05_ED_5km_m1_1_109.txt,109,5,72.3,1037.06,1.61,1062.72,1.62
2017-12-05_ED_6km_m1_1_109.txt,109,6,72.3,1078.37,1.72,1116.69,1.77
2017-12-05_ED_2km_m1_1_110.txt,110,2,83.9,1089.09,1.28,1100.91,1.29
2017-12-05_ED_3km_m1_1_110.txt,110,3,83.9,1146.16,1.39,1163.78,1.4
2017-12-05_ED_4km_m1_1_110.txt,110,4,83.9,1169.07,1.45,1193.27,1.47
2017-12-05_ED_5km_m1_1_110.txt,110,5,83.9,1204.14,1.56,1237.67,1.58
2017-12-05_ED_6km_m1_1_110.txt,110,6,83.9,1271.08,1.71,1327.53,1.78
2017-12-05_ED_2km_m1_1_111.txt,111,2,75.6,965.19,1.17,978.45,1.2
2017-12-05_ED_3km_m1_1_111.txt,111,3,75.6,1023.73,1.31,1034.85,1.33
2017-12-05_ED_4km_m1_1_111.txt,111,4,75.6,1066.72,1.43,1086.85,1.45
2017-12-05_ED_5km_m1_1_111.txt,111,5,75.6,1096.43,1.46,1130.13,1.54
2017-12-05_ED_6km_m1_1_111.txt,111,6,75.6,1156.76,1.55,1205.19,1.67
2017-12-05_ED_2km_m1_1_112.txt,112,2,59.1,811.86,1.24,829.67,1.25
2017-12-05_ED_3km_m1_1_112.txt,112,3,59.1,850.89,1.33,875.73,1.36
2017-12-05_ED_4km_m1_1_112.txt,112,4,59.1,898.96,1.46,931.29,1.5
2017-12-05_ED_5km_m1_1_112.txt,112,5,59.1,948.29,1.55,985.24,1.62
