"name","ID","speed","weight","pVGRF_N","pVACC_g","pRGRF_N","pRACC_g"
"2017-03-13_ED_3km_m3_1_021.txt",21,3,91.3,1157.72,1.35,1178.47,1.43
"2017-03-13_ED_4km_m3_1_021.txt",21,4,91.3,1255.15,1.47,1282.74,1.56
"2017-03-13_ED_5km_m3_1_021.txt",21,5,91.3,1325.5,1.54,1370.57,1.78
"2017-03-03_ED_2km_1_m2_022.txt",22,2,87.8,1031.05,1.31,1041.57,1.34
"2017-03-03_ED_3km_1_m2_022.txt",22,3,87.8,1070.27,1.46,1090.35,1.5
"2017-03-03_ED_4km_1_m2_022.txt",22,4,87.8,1157.32,1.85,1179.74,1.9
"2017-03-03_ED_5km_1_m2_022.txt",22,5,87.8,1245.99,1.86,1291.46,2.01
"2017-02-27_ED_2km_m2_1_025.txt",25,2,95.7,1165.42,1.29,1171.83,1.33
"2017-02-27_ED_3km_m2_1_025.txt",25,3,95.7,1223.08,1.34,1231.79,1.39
"2017-02-27_ED_4km_m2_1_025.txt",25,4,95.7,1232.64,1.39,1253.52,1.46
"2017-02-27_ED_5km_m2_1_025.txt",25,5,95.7,1290.03,1.62,1323.34,1.69
"2017-02-27_ED_6km_m2_1_025.txt",25,6,95.7,1324.67,1.82,1359.79,2.03
"2017-03-27_ED_2km_m3_1_026.txt",26,2,73.7,876.61,1.29,883.43,1.41
"2017-03-27_ED_3km_m3_1_026.txt",26,3,73.7,1020.62,1.49,1035.84,1.62
"2017-03-27_ED_4km_m3_1_026.txt",26,4,73.7,1110.13,1.67,1136.87,1.82
"2017-03-27_ED_5km_m3_1_026.txt",26,5,73.7,1151.44,1.88,1188.45,2.18
"2017-03-27_ED_6km_m3_1_026.txt",26,6,73.7,1158.13,2.03,1184.65,2.6
"2017-01-25_ED_2km_m3_1_027.txt",27,2,94.4,1068.6,1.22,1077.63,1.24
"2017-01-25_ED_3km_m3_1_027.txt",27,3,94.4,1173.52,1.28,1190.91,1.31
"2017-01-25_ED_4km_m3_1_027.txt",27,4,94.4,1247.39,1.39,1273.82,1.45
"2017-01-25_ED_5km_m3_1_027.txt",27,5,94.4,1271.59,1.52,1303.14,1.62
"2017-01-25_ED_6km_m3_1_027.txt",27,6,94.4,1295.59,1.7,1341.65,1.88
"2017-04-29_ED_2km_m2_1_028.txt",28,2,154.7,1737.86,1.09,1759.32,1.27
"2017-04-29_ED_3km_m2_1_028.txt",28,3,154.7,1902.07,1.22,1925.06,1.44
"2017-04-29_ED_4km_m2_1_028.txt",28,4,154.7,2185.03,1.57,2228.2,1.81
"2017-04-29_ED_5km_m2_1_028.txt",28,5,154.7,2374.84,1.85,2456.46,2.07
"2017-03-07_ED_2km_1_m2_030.txt",30,2,92.3,1122.4,1.42,1126.21,1.44
"2017-03-07_ED_3km_1_m2_030.txt",30,3,92.3,1245.06,1.58,1255.54,1.64
